task,baseline_embed_regress_proj_t5,baseline_embed_regress_t5_m_cat_from_scratch,baseline_omnipred_24m,Expert_GA,Expert_Grad
HPOB_5906_14965,-0.9068841934204102,-0.8893436342477798,,,
HPOB_5906_14951,-0.6264356970787048,-0.5978387594223022,,,
HPOB_5906_31,-0.7524799108505249,-0.7477676868438721,,,
HPOB_5906_125923,-0.8885241746902466,-0.8494966626167297,,,
HPOB_5906_3,-0.8936131000518799,-0.909437358379364,,,
HPOB_5906_3902,-0.9056805968284608,-0.9056772589683532,,,
HPOB_5906_9957,-0.7854273915290833,-0.7185779213905334,,,
HPOB_5906_9967,-0.8049885630607605,-0.6530259400606155,,,
HPOB_5906_9983,-0.830680787563324,-0.5508737564086914,,,
HPOB_5906_3917,-0.8590487837791443,-0.8470504879951477,,,
HPOB_5906_9978,-0.9420137405395508,-0.9388481974601746,,,
HPOB_5906_3891,-0.8697319030761719,-0.8712263703346252,,,
HPOB_5906_6566,-0.9561325162649156,-0.901285633444786,,,
HPOB_5906_9889,-0.958531141281128,-0.9731900095939636,,,
HPOB_5906_3494,-0.784528911113739,-0.7860292792320251,,,
HPOB_5906_37,-0.7606117129325867,-0.740958571434021,,,
HPOB_5906_3896,-0.829348623752594,-0.8291634321212769,,,
HPOB_5889_6566,-0.975135624408722,-0.9710268378257751,,,
HPOB_5889_14971,-0.8326201438903809,-0.832602322101593,,,
HPOB_5889_9983,-0.9078727960586548,-0.9039443135261536,,,
HPOB_5889_3954,-0.8741300702095032,-0.8728004693984985,,,
HPOB_5889_9977,-0.9650927186012268,-0.9357250928878784,,,
HPOB_5889_7295,-0.8274617791175842,-0.833962619304657,,,
HPOB_5889_3889,-0.99359530210495,-0.9915050268173218,,,
HPOB_5889_9970,-0.578098475933075,-0.5826102495193481,,,
HPOB_5889_3891,-0.9253575801849364,-0.9021116942167282,,,
HPOB_5889_9978,-0.9433069229125975,-0.942584753036499,,,
HPOB_5889_3917,-0.8638181686401367,-0.8619408011436462,,,
HPOB_5889_9957,-0.86201411485672,-0.8625589609146118,,,
HPOB_5889_9980,-0.912780985236168,-0.9130895137786864,,,
HPOB_5889_3494,-0.9882360696792604,-0.9894081950187684,,,
HPOB_5889_10101,-0.7769248485565186,-0.7657034993171692,,,
HPOB_5889_31,-0.7416866421699524,-0.7685760855674744,,,
HPOB_5889_3493,-0.8649141192436218,-0.9001473784446716,,,
HPOB_5889_3913,-0.8382377475500107,-0.8433610200881958,,,
HPOB_5889_9946,-0.9613634347915648,-0.9510647058486938,,,
HPOB_5889_125923,-0.8576018214225769,-0.8664536476135254,,,
adaptec1,,,,-770800.5982142873,-685586.3080357094
adaptec2,,,,-8452296.671875196,-1e+16
adaptec3,,,,-7240361.616071453,-7430665.247767896
adaptec4,,,,-6400862.16741072,
