task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch,Expert_GA,Expert_Grad
HPOB_5906_9957,-0.8482511639595032,,-0.6614317297935486,,
HPOB_5906_9967,-0.7088317275047302,,-0.73386150598526,,
HPOB_5906_9983,-0.5622478127479553,,-0.5508737564086914,,
HPOB_5906_3917,-0.8459333181381226,,-0.847774088382721,,
HPOB_5906_9978,-0.9373366832733154,,-0.9378414154052734,,
HPOB_5906_3891,-0.5112863183021545,,-0.7880676984786987,,
HPOB_5906_6566,-0.9239932298660278,,-0.865327775478363,,
HPOB_5906_9889,-0.9460887908935548,,-0.946074366569519,,
HPOB_5906_3494,-0.7524023056030273,,-0.5195294618606567,,
HPOB_5906_37,-0.6507320404052734,,-0.6625629663467407,,
HPOB_5906_3896,-0.8293077349662781,,-0.821384608745575,,
HPOB_5889_6566,-0.9710268378257751,,-0.9704950451850892,,
HPOB_5889_14971,-0.8309940844774246,,-0.8326156884431839,,
HPOB_5889_9983,-0.890281617641449,,-0.9039443135261536,,
HPOB_5889_3954,-0.8728004693984985,,-0.8736205697059631,,
HPOB_5889_9977,-0.956690549850464,,-0.9635531902313232,,
HPOB_5889_7295,-0.8316635489463806,,-0.8341968655586243,,
HPOB_5889_3889,-0.9719222784042358,,-0.9935173988342284,,
HPOB_5889_9970,-0.5746639370918274,,-0.5719361901283264,,
HPOB_5889_3891,-0.9043118357658386,,-0.8845094442367554,,
HPOB_5889_9978,-0.943153977394104,,-0.9432979226112366,,
HPOB_5889_3917,-0.8522871136665344,,-0.861920177936554,,
HPOB_5889_9957,-0.8606842160224915,,-0.8595255017280579,,
HPOB_5889_9980,-0.9157163500785828,,-0.913994550704956,,
HPOB_5889_3494,-0.9892314672470092,,-0.9821795225143432,,
HPOB_5889_10101,-0.7654963135719299,,-0.7699806690216064,,
HPOB_5889_31,-0.7171317338943481,,-0.7560815066099167,,
HPOB_5889_3493,-0.8882238864898682,,-0.828779935836792,,
HPOB_5889_3913,-0.8361427783966064,,-0.8327179551124573,,
HPOB_5889_9946,-0.9504557251930236,,-0.9500869512557985,,
HPOB_5889_125923,-0.861066460609436,,-0.8666101098060608,,
adaptec1,,,,-618946.3392857094,-617057.9553571378
adaptec2,,,,-8372584.529017963,-8283750.622768092
adaptec3,,,,-5981307.15178577,-6146478.939732181
adaptec4,,,,-6326005.040178572,
